ID,Title,Salary,Rating,Company,Location,Headquarters,Size,ownership,Industry,Sector,Revenue,min,max
158,"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),43000.0,76000
159,"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),43000.0,76000
160,Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),3.2,COOLSOFT,"Newark, NJ","Louisville, KY",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),43000.0,76000
161,"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),3.3,451 Research,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,43000.0,76000
163,Financial - Data Analyst,$43K-$76K (Glassdoor est.),3.8,Amenity Analytics,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,43000.0,76000
164,Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),43000.0,76000
165,Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),43000.0,76000
166,Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,43000.0,76000
168,Research Analyst (Data Science),$43K-$76K (Glassdoor est.),3.4,APCO Worldwide,"New York, NY","Washington, DC",501 to 1000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),43000.0,76000
169,Data Management Analyst,$43K-$76K (Glassdoor est.),2.5,Brooklyn Community Services,"Brooklyn, NY","Brooklyn, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),43000.0,76000
170,Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),4.4,Softcom Systems,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),43000.0,76000
171,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),43000.0,76000
173,Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),3.6,UBS,"New York, NY","Zurich, Switzerland",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),43000.0,76000
175,Data Analyst,$43K-$76K (Glassdoor est.),3.6,Workforce Logiq,"Haworth, NJ","Orlando, FL",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),43000.0,76000
176,Data Analyst,$43K-$76K (Glassdoor est.),3.3,Cross River Bank,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),43000.0,76000
177,"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K (Glassdoor est.),3.8,NBCUniversal,"New York, NY","New York, NY",10000+ employees,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),43000.0,76000
178,Senior Data Analyst,$43K-$76K (Glassdoor est.),3.7,Narrativ,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,43000.0,76000
180,Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K (Glassdoor est.),3.6,Perficient,"New York, NY","Saint Louis, MO",1001 to 5000 employees,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),43000.0,76000
181,Data/Report Analyst,$60K-$110K (Glassdoor est.),4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),60000.0,110000
182,Senior Data Analyst,$60K-$110K (Glassdoor est.),4.1,Bounce Exchange,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,60000.0,110000
183,Human Capital Data Analyst,$60K-$110K (Glassdoor est.),4.5,Green Key Resources,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,60000.0,110000
184,GIS Data analyst,$60K-$110K (Glassdoor est.),3.7,22nd Century Technologies,"New York, NY","Somerset, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),60000.0,110000
185,Junior Data Analytics Solutions Analyst,$60K-$110K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),60000.0,110000
187,Data Analyst w/Capital Markets,$60K-$110K (Glassdoor est.),3.7,Software Guidance & Assistance,"Jersey City, NJ","Tarrytown, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),60000.0,110000
188,"VP, Research Project Analyst/Data Management",$60K-$110K (Glassdoor est.),3.7,Citi,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),60000.0,110000
189,Food Data Analyst,$60K-$110K (Glassdoor est.),3.2,Metropolitan Council on Jewish Poverty,"New York, NY","New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),60000.0,110000
190,Data Management Analyst,$60K-$110K (Glassdoor est.),3.6,TSR Consulting,"New York, NY","Hauppauge, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),60000.0,110000
191,Data Governance Analyst,$60K-$110K (Glassdoor est.),3.6,UBS,"Weehawken, NJ","Zurich, Switzerland",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),60000.0,110000
192,"Data Analyst, Enterprise Analytics",$60K-$110K (Glassdoor est.),3.7,"Take-Two Interactive Software, Inc.","New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media,$1 to $2 billion (USD),60000.0,110000
193,Data Analytics Solutions Analyst - Mid with Security Clearance,$60K-$110K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),60000.0,110000
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,$60K-$110K (Glassdoor est.),3.8,Morgan Stanley,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),60000.0,110000
196,Data Collection Analyst,$60K-$110K (Glassdoor est.),4.1,ICAP at Columbia University,"New York, NY","New York, NY",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,60000.0,110000
197,Data Collection Analyst,$60K-$110K (Glassdoor est.),3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),60000.0,110000
198,Sr Business /Data Analyst- Reference data,$60K-$110K (Glassdoor est.),3.7,Xoriant Corporation,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),60000.0,110000
200,SENIOR DATA ANALYST,$60K-$110K (Glassdoor est.),3.7,Montefiore Medical,"New York, NY","Bronx, NY",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),60000.0,110000
201,Senior Data Analyst / Scientist,$60K-$110K (Glassdoor est.),3.3,Cedent Consulting,"New York, NY","Frisco, TX",1 to 50 employees,Company - Private,Consulting,Business Services,Less than $1 million (USD),60000.0,110000
202,Senior Data Analyst - Regulatory Reporting,$60K-$110K (Glassdoor est.),3.4,ACS,"New York, NY","Moore, OK",1 to 50 employees,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),60000.0,110000
203,Data Reporting Analyst,$60K-$110K (Glassdoor est.),3.2,NADAP,"New York, NY","New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,60000.0,110000
206,Senior Data Analyst (6-12 Month Contract-Remote),$60K-$110K (Glassdoor est.),5.0,VISTRADA,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),60000.0,110000
207,"Principal Data Analyst, LATAM – Disney Streaming Services",$60K-$110K (Glassdoor est.),3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,60000.0,110000
208,Data Analyst- Win 10 Migration- NYC,$60K-$110K (Glassdoor est.),3.0,Royal Communications Consultants Inc,"New York, NY","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),60000.0,110000
209,Data Analyst (35 hours/week),$60K-$110K (Glassdoor est.),3.5,CASES,"New York, NY","Brooklyn, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),60000.0,110000
210,Tech Business/Data Analyst,$60K-$110K (Glassdoor est.),1.0,Sphinix Network Solutions Inc.,"New York, NY","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),60000.0,110000
211,Data Analyst,$41K-$78K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),41000.0,78000
212,"Senior Data Analyst, Financial Services",$41K-$78K (Glassdoor est.),5.0,Earnest Research,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,41000.0,78000
213,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",$41K-$78K (Glassdoor est.),3.8,Bloomberg,"New York, NY","New York, NY",10000+ employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,41000.0,78000
214,Data Analyst,$41K-$78K (Glassdoor est.),4.1,APN Software Services Inc.,"New York, NY","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),41000.0,78000
215,Data Analyst,$41K-$78K (Glassdoor est.),3.3,Acacia Network,"Bronx, NY","Bronx, NY",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),41000.0,78000
217,Data Remediation Analyst-EK020719A/JL,$41K-$78K (Glassdoor est.),3.5,"EDP World, Inc.","New York, NY","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),41000.0,78000
218,Business Analyst - Chief Data Office,$41K-$78K (Glassdoor est.),3.7,Citi,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),41000.0,78000
219,"Senior Analyst, Data Instrumentation & Quality (Disney+)",$41K-$78K (Glassdoor est.),4.0,Walt Disney Co.,"New York, NY","Burbank, CA",10000+ employees,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),41000.0,78000
220,Sr. Data Analyst,$41K-$78K (Glassdoor est.),3.4,NTT DATA,"New York, NY","Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),41000.0,78000
221,Big Data Programmer Analyst,$41K-$78K (Glassdoor est.),3.6,"TSR, Inc.","Jersey City, NJ","Hauppauge, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),41000.0,78000
223,Data Analyst,$41K-$78K (Glassdoor est.),3.5,Fidelis Group,"Little Ferry, NJ","Little Ferry, NJ",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),41000.0,78000
224,Data Governance Analyst,$41K-$78K (Glassdoor est.),3.4,Eclaro,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),41000.0,78000
226,Financial Data Analyst - Accounting - D3529,$41K-$78K (Glassdoor est.),4.2,Source of Future Technology Inc,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),41000.0,78000
228,"Data Processing & Performance Analyst New York, NY",$41K-$78K (Glassdoor est.),2.7,Brink's,"New York, NY","Richmond, VA",10000+ employees,Company - Public,Security Services,Business Services,$2 to $5 billion (USD),41000.0,78000
229,Data Analyst,$41K-$78K (Glassdoor est.),3.1,Seven Seven Softwares,"Newark, NJ","Rockaway, NJ",201 to 500 employees,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),41000.0,78000
230,Senior Data Analyst,$41K-$78K (Glassdoor est.),4.5,Mobilityware,"New York, NY","Irvine, CA",51 to 200 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,41000.0,78000
231,Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,$41K-$78K (Glassdoor est.),4.8,TechProjects,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,41000.0,78000
232,Business Analyst-Market Data,$41K-$78K (Glassdoor est.),4.1,Mitchell Martin,"Jersey City, NJ","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),41000.0,78000
233,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,$41K-$78K (Glassdoor est.),3.0,RMS Computer Corporation,"Jersey City, NJ","New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),41000.0,78000
234,Data Analyst,$41K-$78K (Glassdoor est.),2.7,ProHEALTH Care,"Lake Success, NY","Lake Success, NY",1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,41000.0,78000
235,"Senior Analyst, AB Testing and Data Operations",$41K-$78K (Glassdoor est.),3.5,2U,"New York, NY","Lanham, MD",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),41000.0,78000
237,Data Analyst I - Geriatrics and Palliative Care,$41K-$78K (Glassdoor est.),3.1,Mount Sinai Medical Center,"New York, NY","Miami Beach, FL",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),41000.0,78000
238,Data Analyst,$41K-$78K (Glassdoor est.),5.0,Professional Resource Group,"Lake Success, NY","Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),41000.0,78000
239,Senior Business and Data Analyst,$41K-$78K (Glassdoor est.),3.9,JPMorgan Chase,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),41000.0,78000
240,Data Analyst II,$45K-$88K (Glassdoor est.),3.8,Capgemini,"Jersey City, NJ","Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),45000.0,88000
241,Data Analyst II,$45K-$88K (Glassdoor est.),3.0,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),45000.0,88000
243,Lead Generation Data Analyst,$45K-$88K (Glassdoor est.),3.3,Brown Brothers Harriman,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),45000.0,88000
244,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",$45K-$88K (Glassdoor est.),3.6,NYC Health + Hospitals,"New York, NY","New York, NY",5001 to 10000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,45000.0,88000
